iter	Passed	Remaining
457	810	958
458	811	956
459	812	953
460	813	950
461	814	948
462	816	946
463	817	944
464	818	941
465	819	939
466	821	937
467	822	934
468	823	932
469	824	929
470	825	926
471	826	924
472	827	921
473	828	919
474	829	916
475	831	915
476	832	912
477	833	910
478	834	907
479	835	905
480	836	902
481	837	900
482	838	897
483	839	895
484	840	892
485	841	890
486	842	887
487	843	885
488	845	883
489	846	881
490	847	878
491	848	876
492	849	874
493	851	871
494	852	869
495	852	866
496	853	864
497	854	861
498	855	859
499	856	856
500	857	854
501	859	852
502	860	850
503	861	847
504	862	845
505	863	843
506	864	840
507	865	838
508	866	835
509	867	833
510	868	831
511	869	828
512	870	826
513	871	824
514	872	821
515	873	819
516	875	817
517	876	815
518	877	813
519	878	810
520	879	808
521	880	806
522	881	803
523	882	801
524	883	798
525	884	796
526	885	794
527	886	792
528	887	789
529	888	787
530	890	786
531	891	784
532	892	781
533	893	779
534	894	777
535	895	775
536	896	772
537	897	770
538	898	768
539	899	765
540	900	763
541	904	763
542	905	762
543	906	759
544	907	757
545	908	755
546	909	753
547	910	750
548	911	748
549	912	746
550	913	744
551	914	742
552	916	740
553	917	738
554	918	736
555	920	735
556	922	733
557	923	731
558	925	729
559	926	728
560	928	726
561	930	725
562	932	723
563	934	722
564	935	720
565	937	719
566	940	717
567	941	716
568	943	714
569	944	712
570	945	710
571	947	709
572	949	707
573	950	705
574	951	703
575	952	701
576	953	698
577	954	696
578	955	694
579	956	692
580	957	690
581	958	688
582	959	686
583	961	684
584	962	682
585	964	681
586	965	679
587	966	677
588	967	674
589	968	672
590	969	670
591	970	668
592	971	666
593	972	664
594	973	662
595	974	660
596	975	658
597	976	656
598	978	655
599	979	653
600	980	651
601	981	649
602	982	647
603	983	645
604	985	643
605	986	641
606	987	639
607	988	637
608	989	635
609	990	633
610	991	631
611	993	629
612	994	627
613	995	625
614	996	623
615	997	622
616	999	620
617	1000	618
618	1001	616
619	1003	614
620	1004	612
621	1006	611
622	1007	609
623	1009	608
624	1010	606
625	1011	604
626	1012	602
627	1014	600
628	1015	598
629	1016	597
630	1017	595
631	1019	593
632	1021	592
633	1023	590
634	1024	588
635	1025	587
636	1027	585
637	1028	583
638	1030	582
639	1031	580
640	1033	578
641	1034	576
642	1036	575
643	1038	573
644	1039	572
645	1040	570
646	1041	568
647	1043	566
648	1044	564
649	1045	563
650	1047	561
651	1049	560
652	1050	558
653	1052	556
654	1053	554
655	1054	552
656	1055	551
657	1056	549
658	1058	547
659	1059	545
660	1060	543
661	1061	541
662	1064	541
663	1066	539
664	1067	537
665	1069	536
666	1070	534
667	1071	532
668	1072	530
669	1074	529
670	1075	527
671	1076	525
672	1078	524
673	1079	522
674	1080	520
675	1081	518
676	1082	516
677	1084	514
678	1085	512
679	1086	511
680	1087	509
681	1088	507
682	1089	505
683	1091	504
684	1092	502
685	1094	500
686	1095	498
687	1096	497
688	1097	495
689	1098	493
690	1099	491
691	1100	489
692	1101	488
693	1103	486
694	1104	484
695	1105	482
696	1106	481
697	1108	479
698	1109	477
699	1110	476
700	1111	474
701	1113	472
702	1114	470
703	1115	469
704	1117	467
705	1118	465
706	1119	463
707	1120	462
708	1122	460
709	1124	459
710	1125	457
711	1126	455
712	1128	454
713	1129	452
714	1131	450
715	1132	449
716	1133	447
717	1134	445
718	1135	443
719	1137	442
720	1138	440
721	1139	438
722	1140	437
723	1141	435
724	1143	433
725	1144	431
726	1145	430
727	1146	428
728	1147	426
729	1148	424
730	1149	423
731	1151	421
732	1152	419
733	1153	418
734	1154	416
735	1155	414
736	1156	412
737	1158	411
738	1159	409
739	1160	407
740	1161	405
741	1162	404
742	1163	402
743	1165	401
744	1167	399
745	1168	397
746	1169	396
747	1170	394
748	1171	392
749	1172	390
750	1173	389
751	1175	387
752	1176	385
753	1177	384
754	1178	382
755	1179	380
756	1181	379
757	1182	377
758	1183	375
759	1184	374
760	1186	372
761	1187	370
762	1188	369
763	1189	367
764	1190	365
765	1191	363
766	1192	362
767	1193	360
768	1195	359
769	1196	357
770	1197	355
771	1198	353
772	1199	352
773	1200	350
774	1201	348
775	1202	347
776	1203	345
777	1204	343
778	1206	342
779	1207	340
780	1208	338
781	1209	337
782	1211	335
783	1213	334
784	1214	332
785	1216	331
786	1217	329
787	1218	327
788	1219	326
789	1220	324
790	1221	322
791	1222	321
792	1224	319
793	1225	318
794	1226	316
795	1227	314
796	1229	313
797	1230	311
798	1231	309
799	1232	308
800	1233	306
801	1234	304
802	1235	303
803	1236	301
804	1237	299
805	1238	298
806	1240	296
807	1241	295
808	1242	293
809	1243	291
810	1244	290
811	1245	288
812	1247	286
813	1248	285
814	1249	283
815	1250	281
816	1251	280
817	1252	278
818	1253	277
819	1255	275
820	1257	274
821	1258	272
822	1259	270
823	1260	269
824	1261	267
825	1262	265
826	1263	264
827	1264	262
828	1265	261
829	1266	259
830	1268	257
831	1269	256
832	1271	254
833	1272	253
834	1273	251
835	1274	249
836	1275	248
837	1276	246
838	1277	245
839	1278	243
840	1279	241
841	1281	240
842	1283	238
843	1284	237
844	1285	235
845	1286	234
846	1287	232
847	1288	230
848	1289	229
849	1290	227
850	1291	226
851	1292	224
852	1293	222
853	1294	221
854	1295	219
855	1297	218
856	1299	216
857	1300	215
858	1301	213
859	1302	212
860	1303	210
861	1304	208
862	1305	207
863	1306	205
864	1307	204
865	1308	202
866	1309	200
867	1310	199
868	1321	199
869	1322	197
870	1323	196
871	1324	194
872	1325	192
873	1326	191
874	1328	189
875	1330	188
876	1331	186
877	1331	185
878	1332	183
879	1333	181
880	1334	180
881	1335	178
882	1336	177
883	1337	175
884	1338	173
885	1339	172
886	1340	170
887	1342	169
888	1344	167
889	1345	166
890	1346	164
891	1347	163
892	1348	161
893	1349	159
894	1350	158
895	1351	156
896	1352	155
897	1353	153
898	1354	152
899	1356	150
900	1357	149
901	1359	147
902	1360	146
903	1361	144
904	1362	142
905	1363	141
906	1364	139
907	1365	138
908	1366	136
909	1367	135
910	1368	133
911	1369	132
912	1370	130
913	1371	129
914	1372	127
915	1373	125
916	1374	124
917	1375	122
918	1376	121
919	1377	119
920	1378	118
921	1379	116
922	1380	115
923	1381	113
924	1382	112
925	1383	110
926	1384	109
927	1385	107
928	1387	106
929	1388	104
930	1389	102
931	1390	101
932	1391	99
933	1392	98
934	1393	96
935	1394	95
936	1395	93
937	1396	92
938	1397	90
939	1398	89
940	1399	87
941	1400	86
942	1402	84
943	1403	83
944	1405	81
945	1406	80
946	1407	78
947	1408	77
948	1410	75
949	1411	74
950	1412	72
951	1413	71
952	1413	69
953	1415	68
954	1417	66
955	1418	65
956	1419	63
957	1420	62
958	1421	60
959	1422	59
960	1423	57
961	1424	56
962	1425	54
963	1426	53
964	1427	51
965	1428	50
966	1430	48
967	1431	47
968	1432	45
969	1433	44
970	1434	42
971	1435	41
972	1436	39
973	1437	38
974	1438	36
975	1439	35
976	1440	33
977	1442	32
978	1443	30
979	1444	29
980	1446	28
981	1447	26
982	1448	25
983	1449	23
984	1450	22
985	1451	20
986	1451	19
987	1452	17
988	1453	16
989	1454	14
990	1456	13
991	1457	11
992	1458	10
993	1460	8
994	1461	7
995	1462	5
996	1463	4
997	1464	2
998	1465	1
999	1465	0
